,STATIONS_ID,MESS_DATUM,QN_9,TT_TU,RF_TU,eor
2022-06-15 05:00:00,403,2022061505,3,10.6,94,eor
2022-06-15 06:00:00,403,2022061506,3,14,69,eor
2022-06-15 07:00:00,403,2022061507,3,17.3,52,eor
2022-06-15 08:00:00,403,2022061508,3,18.1,48,eor
2022-06-15 09:00:00,403,2022061509,3,19.7,42,eor
2022-06-15 10:00:00,403,2022061510,3,21.1,40,eor
2022-06-15 11:00:00,403,2022061511,3,23,39,eor
2022-06-15 12:00:00,403,2022061512,3,23.8,36,eor
2022-06-15 13:00:00,403,2022061513,3,24.8,35,eor
2022-06-15 14:00:00,403,2022061514,3,25.1,34,eor
2022-06-15 15:00:00,403,2022061515,3,25.5,32,eor
2022-06-15 16:00:00,403,2022061516,3,26,32,eor
2022-06-15 17:00:00,403,2022061517,3,25.3,32,eor
2022-06-15 18:00:00,403,2022061518,3,24.4,34,eor
2022-06-15 19:00:00,403,2022061519,3,21.9,39,eor
2022-06-15 20:00:00,403,2022061520,3,20,44,eor
2022-06-15 21:00:00,403,2022061521,3,18.4,51,eor
2022-06-15 22:00:00,403,2022061522,3,17,58,eor
2022-06-15 23:00:00,403,2022061523,3,16.2,61,eor
2022-06-16 00:00:00,403,2022061600,3,15.4,66,eor
2022-06-16 01:00:00,403,2022061601,3,15.1,67,eor
2022-06-16 02:00:00,403,2022061602,3,14.7,70,eor
2022-06-16 03:00:00,403,2022061603,3,14.4,74,eor
2022-06-16 04:00:00,403,2022061604,3,14,78,eor
2022-06-16 05:00:00,403,2022061605,3,14.7,77,eor
2022-06-16 06:00:00,403,2022061606,3,16.1,74,eor
2022-06-16 07:00:00,403,2022061607,3,17.8,67,eor
2022-06-16 08:00:00,403,2022061608,3,19.7,60,eor
2022-06-16 09:00:00,403,2022061609,3,21.2,54,eor
2022-06-16 10:00:00,403,2022061610,3,22.7,50,eor
2022-06-16 11:00:00,403,2022061611,3,22.8,47,eor
2022-06-16 12:00:00,403,2022061612,3,23.3,46,eor
2022-06-16 13:00:00,403,2022061613,3,23.9,44,eor
2022-06-16 14:00:00,403,2022061614,3,24.2,43,eor
2022-06-16 15:00:00,403,2022061615,3,24,42,eor
2022-06-16 16:00:00,403,2022061616,3,23.4,42,eor
2022-06-16 17:00:00,403,2022061617,3,22.2,43,eor
2022-06-16 18:00:00,403,2022061618,3,21.3,45,eor
2022-06-16 19:00:00,403,2022061619,3,20.3,43,eor
2022-06-16 20:00:00,403,2022061620,3,18.7,45,eor
2022-06-16 21:00:00,403,2022061621,3,17.7,48,eor
2022-06-16 22:00:00,403,2022061622,3,16.9,52,eor
2022-06-16 23:00:00,403,2022061623,3,15,60,eor
2022-06-17 00:00:00,403,2022061700,3,13.8,70,eor
2022-06-17 01:00:00,403,2022061701,3,13.1,76,eor
2022-06-17 02:00:00,403,2022061702,3,13.4,73,eor
2022-06-17 03:00:00,403,2022061703,3,11.6,82,eor
2022-06-17 04:00:00,403,2022061704,3,11.8,86,eor
2022-06-17 05:00:00,403,2022061705,3,14.4,77,eor
2022-06-17 06:00:00,403,2022061706,3,16.1,72,eor
2022-06-17 07:00:00,403,2022061707,3,17.9,64,eor
2022-06-17 08:00:00,403,2022061708,3,19.9,58,eor
2022-06-17 09:00:00,403,2022061709,3,20.9,42,eor
2022-06-17 10:00:00,403,2022061710,3,22.1,39,eor
2022-06-17 11:00:00,403,2022061711,3,23.3,35,eor
2022-06-17 12:00:00,403,2022061712,3,23.8,33,eor
2022-06-17 13:00:00,403,2022061713,3,24.6,33,eor
2022-06-17 14:00:00,403,2022061714,3,25.8,31,eor
2022-06-17 15:00:00,403,2022061715,3,24.8,32,eor
2022-06-17 16:00:00,403,2022061716,3,24.7,31,eor
2022-06-17 17:00:00,403,2022061717,3,24.6,32,eor
2022-06-17 18:00:00,403,2022061718,3,23.3,36,eor
2022-06-17 19:00:00,403,2022061719,3,22.6,36,eor
2022-06-17 20:00:00,403,2022061720,3,21.1,41,eor
2022-06-17 21:00:00,403,2022061721,3,19.8,47,eor
2022-06-17 22:00:00,403,2022061722,3,18.9,52,eor
2022-06-17 23:00:00,403,2022061723,3,17.7,61,eor
2022-06-18 00:00:00,403,2022061800,3,16.9,66,eor
2022-06-18 01:00:00,403,2022061801,3,16.2,68,eor
2022-06-18 02:00:00,403,2022061802,3,15.2,73,eor
2022-06-18 03:00:00,403,2022061803,3,14.4,79,eor
2022-06-18 04:00:00,403,2022061804,3,15.4,72,eor
2022-06-18 05:00:00,403,2022061805,3,17.8,62,eor
2022-06-18 06:00:00,403,2022061806,3,21,51,eor
2022-06-18 07:00:00,403,2022061807,3,24.2,44,eor
2022-06-18 08:00:00,403,2022061808,3,27.4,38,eor
2022-06-18 09:00:00,403,2022061809,3,29.6,35,eor
2022-06-18 10:00:00,403,2022061810,3,30.6,34,eor
2022-06-18 11:00:00,403,2022061811,3,31.4,34,eor
2022-06-18 12:00:00,403,2022061812,3,32.2,31,eor
2022-06-18 13:00:00,403,2022061813,3,32.5,31,eor
2022-06-18 14:00:00,403,2022061814,3,32.9,30,eor
2022-06-18 15:00:00,403,2022061815,3,33.2,29,eor
2022-06-18 16:00:00,403,2022061816,3,33.1,31,eor
2022-06-18 17:00:00,403,2022061817,3,32.2,32,eor
2022-06-18 18:00:00,403,2022061818,3,31.1,35,eor
2022-06-18 19:00:00,403,2022061819,3,28.9,39,eor
2022-06-18 20:00:00,403,2022061820,3,26.2,47,eor
2022-06-18 21:00:00,403,2022061821,3,24.9,55,eor
2022-06-18 22:00:00,403,2022061822,3,23.9,62,eor
2022-06-18 23:00:00,403,2022061823,3,22.9,68,eor
2022-06-19 00:00:00,403,2022061900,3,21.5,70,eor
2022-06-19 01:00:00,403,2022061901,3,20.8,74,eor
2022-06-19 02:00:00,403,2022061902,3,20.2,77,eor
2022-06-19 03:00:00,403,2022061903,3,20.2,78,eor
2022-06-19 04:00:00,403,2022061904,3,20.3,78,eor
2022-06-19 05:00:00,403,2022061905,3,21.3,75,eor
2022-06-19 06:00:00,403,2022061906,3,23.1,69,eor
2022-06-19 07:00:00,403,2022061907,3,26.4,55,eor
2022-06-19 08:00:00,403,2022061908,3,30.2,43,eor
2022-06-19 09:00:00,403,2022061909,3,32.3,37,eor
2022-06-19 10:00:00,403,2022061910,3,34,32,eor
2022-06-19 11:00:00,403,2022061911,3,34.6,31,eor
2022-06-19 12:00:00,403,2022061912,3,36.1,30,eor
2022-06-19 13:00:00,403,2022061913,3,32.1,39,eor
2022-06-19 14:00:00,403,2022061914,3,30,39,eor
2022-06-19 15:00:00,403,2022061915,3,28.1,43,eor
2022-06-19 16:00:00,403,2022061916,3,26.6,48,eor
2022-06-19 17:00:00,403,2022061917,3,25,57,eor
2022-06-19 18:00:00,403,2022061918,3,22.8,65,eor
2022-06-19 19:00:00,403,2022061919,3,20.9,66,eor
2022-06-19 20:00:00,403,2022061920,3,18.4,71,eor
2022-06-19 21:00:00,403,2022061921,3,17.1,76,eor
2022-06-19 22:00:00,403,2022061922,3,16.2,79,eor
2022-06-19 23:00:00,403,2022061923,3,15.6,81,eor
2022-06-20 00:00:00,403,2022062000,3,14.9,85,eor
2022-06-20 01:00:00,403,2022062001,3,14.8,88,eor
2022-06-20 02:00:00,403,2022062002,3,14,95,eor
2022-06-20 03:00:00,403,2022062003,3,13.8,93,eor
2022-06-20 04:00:00,403,2022062004,3,13.8,93,eor
2022-06-20 05:00:00,403,2022062005,3,14.2,88,eor
2022-06-20 06:00:00,403,2022062006,3,13.4,98,eor
2022-06-20 07:00:00,403,2022062007,3,13.7,98,eor
2022-06-20 08:00:00,403,2022062008,3,14,94,eor
2022-06-20 09:00:00,403,2022062009,3,14.1,94,eor
2022-06-20 10:00:00,403,2022062010,3,14.5,91,eor
2022-06-20 11:00:00,403,2022062011,3,14.1,95,eor
2022-06-20 12:00:00,403,2022062012,3,14,97,eor
2022-06-20 13:00:00,403,2022062013,3,14,95,eor
2022-06-20 14:00:00,403,2022062014,3,14.2,89,eor
2022-06-20 15:00:00,403,2022062015,3,15.6,86,eor
2022-06-20 16:00:00,403,2022062016,3,16.5,74,eor
2022-06-20 17:00:00,403,2022062017,3,17.4,66,eor
2022-06-20 18:00:00,403,2022062018,3,16.3,70,eor
2022-06-20 19:00:00,403,2022062019,3,13.8,89,eor
2022-06-20 20:00:00,403,2022062020,3,12.6,91,eor
2022-06-20 21:00:00,403,2022062021,3,11.7,92,eor
2022-06-20 22:00:00,403,2022062022,3,11.4,87,eor
2022-06-20 23:00:00,403,2022062023,3,11.2,87,eor
2022-06-21 00:00:00,403,2022062100,3,10.9,90,eor
2022-06-21 01:00:00,403,2022062101,3,10.9,90,eor
2022-06-21 02:00:00,403,2022062102,3,11,91,eor
2022-06-21 03:00:00,403,2022062103,3,10.5,93,eor
2022-06-21 04:00:00,403,2022062104,3,10.7,94,eor
2022-06-21 05:00:00,403,2022062105,3,11.7,93,eor
2022-06-21 06:00:00,403,2022062106,3,12.4,89,eor
2022-06-21 07:00:00,403,2022062107,3,14.1,79,eor
2022-06-21 08:00:00,403,2022062108,3,16.2,59,eor
2022-06-21 09:00:00,403,2022062109,3,17.9,49,eor
2022-06-21 10:00:00,403,2022062110,3,19.7,45,eor
2022-06-21 11:00:00,403,2022062111,3,21,42,eor
2022-06-21 12:00:00,403,2022062112,3,22.5,37,eor
2022-06-21 13:00:00,403,2022062113,3,22.9,36,eor
2022-06-21 14:00:00,403,2022062114,3,23.5,35,eor
2022-06-21 15:00:00,403,2022062115,3,23.5,34,eor
2022-06-21 16:00:00,403,2022062116,3,23.6,33,eor
2022-06-21 17:00:00,403,2022062117,3,23.2,34,eor
2022-06-21 18:00:00,403,2022062118,3,22.4,35,eor
2022-06-21 19:00:00,403,2022062119,3,20.8,41,eor
2022-06-21 20:00:00,403,2022062120,3,18.2,51,eor
2022-06-21 21:00:00,403,2022062121,3,15.8,68,eor
2022-06-21 22:00:00,403,2022062122,3,14.2,82,eor
2022-06-21 23:00:00,403,2022062123,3,13.3,89,eor
2022-06-22 00:00:00,403,2022062200,3,12.5,91,eor
2022-06-22 01:00:00,403,2022062201,3,12.1,95,eor
2022-06-22 02:00:00,403,2022062202,3,11.5,97,eor
2022-06-22 03:00:00,403,2022062203,3,11,98,eor
2022-06-22 04:00:00,403,2022062204,3,11,99,eor
2022-06-22 05:00:00,403,2022062205,3,12.9,95,eor
2022-06-22 06:00:00,403,2022062206,3,17.2,66,eor
2022-06-22 07:00:00,403,2022062207,3,20.8,48,eor
2022-06-22 08:00:00,403,2022062208,3,22.2,39,eor
2022-06-22 09:00:00,403,2022062209,3,23.5,36,eor
2022-06-22 10:00:00,403,2022062210,3,24.4,34,eor
2022-06-22 11:00:00,403,2022062211,3,25.2,32,eor
2022-06-22 12:00:00,403,2022062212,3,25.5,31,eor
2022-06-22 13:00:00,403,2022062213,3,26.8,27,eor
2022-06-22 14:00:00,403,2022062214,3,26.9,24,eor
2022-06-22 15:00:00,403,2022062215,3,27.3,27,eor
2022-06-22 16:00:00,403,2022062216,3,27,28,eor
2022-06-22 17:00:00,403,2022062217,3,26,28,eor
2022-06-22 18:00:00,403,2022062218,3,25.5,28,eor
2022-06-22 19:00:00,403,2022062219,3,23.2,35,eor
2022-06-22 20:00:00,403,2022062220,3,19.5,47,eor
2022-06-22 21:00:00,403,2022062221,3,17.7,57,eor
2022-06-22 22:00:00,403,2022062222,3,19.5,58,eor
2022-06-22 23:00:00,403,2022062223,3,17.9,71,eor
2022-06-23 00:00:00,403,2022062300,3,16.8,75,eor
2022-06-23 01:00:00,403,2022062301,3,16.3,76,eor
2022-06-23 02:00:00,403,2022062302,3,14.9,82,eor
2022-06-23 03:00:00,403,2022062303,3,13.7,88,eor
2022-06-23 04:00:00,403,2022062304,3,14.3,84,eor
2022-06-23 05:00:00,403,2022062305,3,16,75,eor
2022-06-23 06:00:00,403,2022062306,3,17.9,65,eor
2022-06-23 07:00:00,403,2022062307,3,20.4,56,eor
2022-06-23 08:00:00,403,2022062308,3,22.5,50,eor
2022-06-23 09:00:00,403,2022062309,3,24.5,44,eor
2022-06-23 10:00:00,403,2022062310,3,26.4,39,eor
2022-06-23 11:00:00,403,2022062311,3,27,36,eor
2022-06-23 12:00:00,403,2022062312,3,28.5,35,eor
2022-06-23 13:00:00,403,2022062313,3,29.6,34,eor
2022-06-23 14:00:00,403,2022062314,3,29.9,32,eor
2022-06-23 15:00:00,403,2022062315,3,29.5,31,eor
2022-06-23 16:00:00,403,2022062316,3,29.8,31,eor
2022-06-23 17:00:00,403,2022062317,3,29.2,32,eor
2022-06-23 18:00:00,403,2022062318,3,27.8,34,eor
2022-06-23 19:00:00,403,2022062319,3,25.9,37,eor
2022-06-23 20:00:00,403,2022062320,3,23.3,42,eor
2022-06-23 21:00:00,403,2022062321,3,23.2,47,eor
2022-06-23 22:00:00,403,2022062322,3,21.9,52,eor
2022-06-23 23:00:00,403,2022062323,3,21,56,eor
2022-06-24 00:00:00,403,2022062400,3,20.2,60,eor
2022-06-24 01:00:00,403,2022062401,3,18.5,68,eor
2022-06-24 02:00:00,403,2022062402,3,17.3,76,eor
2022-06-24 03:00:00,403,2022062403,3,16.7,80,eor
2022-06-24 04:00:00,403,2022062404,3,16.5,81,eor
2022-06-24 05:00:00,403,2022062405,3,18.9,70,eor
2022-06-24 06:00:00,403,2022062406,3,21.4,60,eor
2022-06-24 07:00:00,403,2022062407,3,24.2,49,eor
2022-06-24 08:00:00,403,2022062408,3,26.7,36,eor
2022-06-24 09:00:00,403,2022062409,3,28.7,34,eor
2022-06-24 10:00:00,403,2022062410,3,29.2,32,eor
2022-06-24 11:00:00,403,2022062411,3,29.8,30,eor
2022-06-24 12:00:00,403,2022062412,3,30.4,28,eor
2022-06-24 13:00:00,403,2022062413,3,31.2,26,eor
2022-06-24 14:00:00,403,2022062414,3,32,25,eor
2022-06-24 15:00:00,403,2022062415,3,30.7,24,eor
2022-06-24 16:00:00,403,2022062416,3,28.4,33,eor
2022-06-24 17:00:00,403,2022062417,3,26.4,43,eor
2022-06-24 18:00:00,403,2022062418,3,25.3,46,eor
2022-06-24 19:00:00,403,2022062419,3,23.9,50,eor
2022-06-24 20:00:00,403,2022062420,3,22.8,58,eor
2022-06-24 21:00:00,403,2022062421,3,21.6,67,eor
2022-06-24 22:00:00,403,2022062422,3,21.2,72,eor
2022-06-24 23:00:00,403,2022062423,3,21.1,72,eor
2022-06-25 00:00:00,403,2022062500,3,20.5,78,eor
2022-06-25 01:00:00,403,2022062501,3,20.1,86,eor
2022-06-25 02:00:00,403,2022062502,3,19.3,90,eor
2022-06-25 03:00:00,403,2022062503,3,18.3,94,eor
2022-06-25 04:00:00,403,2022062504,3,18.2,95,eor
2022-06-25 05:00:00,403,2022062505,3,19.6,91,eor
2022-06-25 06:00:00,403,2022062506,3,21,81,eor
2022-06-25 07:00:00,403,2022062507,3,22,77,eor
2022-06-25 08:00:00,403,2022062508,3,24.3,63,eor
2022-06-25 09:00:00,403,2022062509,3,24.8,58,eor
2022-06-25 10:00:00,403,2022062510,3,25.3,59,eor
2022-06-25 11:00:00,403,2022062511,3,25.6,58,eor
2022-06-25 12:00:00,403,2022062512,3,26.4,56,eor
2022-06-25 13:00:00,403,2022062513,3,27.2,52,eor
2022-06-25 14:00:00,403,2022062514,3,27.2,50,eor
2022-06-25 15:00:00,403,2022062515,3,25.8,59,eor
2022-06-25 16:00:00,403,2022062516,3,25.9,57,eor
2022-06-25 17:00:00,403,2022062517,3,26.4,55,eor
2022-06-25 18:00:00,403,2022062518,3,25,59,eor
2022-06-25 19:00:00,403,2022062519,3,23.1,69,eor
2022-06-25 20:00:00,403,2022062520,3,21.6,78,eor
2022-06-25 21:00:00,403,2022062521,3,20,88,eor
2022-06-25 22:00:00,403,2022062522,3,19.4,91,eor
2022-06-25 23:00:00,403,2022062523,3,19,94,eor
2022-06-26 00:00:00,403,2022062600,3,18.4,96,eor
2022-06-26 01:00:00,403,2022062601,3,18.2,98,eor
2022-06-26 02:00:00,403,2022062602,3,18,98,eor
2022-06-26 03:00:00,403,2022062603,3,17.6,98,eor
2022-06-26 04:00:00,403,2022062604,3,18.1,98,eor
2022-06-26 05:00:00,403,2022062605,3,19.7,94,eor
2022-06-26 06:00:00,403,2022062606,3,21.2,87,eor
2022-06-26 07:00:00,403,2022062607,3,24.5,60,eor
2022-06-26 08:00:00,403,2022062608,3,27.2,49,eor
2022-06-26 09:00:00,403,2022062609,3,27,46,eor
2022-06-26 10:00:00,403,2022062610,3,28.2,44,eor
2022-06-26 11:00:00,403,2022062611,3,28.6,43,eor
2022-06-26 12:00:00,403,2022062612,3,30.6,40,eor
2022-06-26 13:00:00,403,2022062613,3,30.4,37,eor
2022-06-26 14:00:00,403,2022062614,3,31.2,36,eor
2022-06-26 15:00:00,403,2022062615,3,31.7,34,eor
2022-06-26 16:00:00,403,2022062616,3,30.9,35,eor
2022-06-26 17:00:00,403,2022062617,3,28.5,42,eor
2022-06-26 18:00:00,403,2022062618,3,26.2,51,eor
2022-06-26 19:00:00,403,2022062619,3,25.5,55,eor
2022-06-26 20:00:00,403,2022062620,3,23.2,68,eor
2022-06-26 21:00:00,403,2022062621,3,22.2,71,eor
2022-06-26 22:00:00,403,2022062622,3,21.3,74,eor
2022-06-26 23:00:00,403,2022062623,3,20.5,77,eor
2022-06-27 00:00:00,403,2022062700,3,20,81,eor
2022-06-27 01:00:00,403,2022062701,3,19.7,84,eor
2022-06-27 02:00:00,403,2022062702,3,19,87,eor
2022-06-27 03:00:00,403,2022062703,3,18.9,89,eor
2022-06-27 04:00:00,403,2022062704,3,18.8,90,eor
2022-06-27 05:00:00,403,2022062705,3,20.7,82,eor
2022-06-27 06:00:00,403,2022062706,3,23.1,69,eor
2022-06-27 07:00:00,403,2022062707,3,26.8,55,eor
2022-06-27 08:00:00,403,2022062708,3,29.6,46,eor
2022-06-27 09:00:00,403,2022062709,3,31.3,41,eor
2022-06-27 10:00:00,403,2022062710,3,32.1,37,eor
2022-06-27 11:00:00,403,2022062711,3,32.9,35,eor
2022-06-27 12:00:00,403,2022062712,3,33.4,35,eor
2022-06-27 13:00:00,403,2022062713,3,33.8,31,eor
2022-06-27 14:00:00,403,2022062714,3,35,28,eor
2022-06-27 15:00:00,403,2022062715,3,33.8,31,eor
2022-06-27 16:00:00,403,2022062716,3,34.4,31,eor
2022-06-27 17:00:00,403,2022062717,3,30.1,43,eor
2022-06-27 18:00:00,403,2022062718,3,28.7,46,eor
2022-06-27 19:00:00,403,2022062719,3,26.2,56,eor
2022-06-27 20:00:00,403,2022062720,3,25.2,60,eor
2022-06-27 21:00:00,403,2022062721,3,24.5,63,eor
2022-06-27 22:00:00,403,2022062722,3,23,71,eor
2022-06-27 23:00:00,403,2022062723,3,21.5,77,eor
2022-06-28 00:00:00,403,2022062800,3,20.9,79,eor
2022-06-28 01:00:00,403,2022062801,3,19,94,eor
2022-06-28 02:00:00,403,2022062802,3,18.6,96,eor
2022-06-28 03:00:00,403,2022062803,3,18.1,95,eor
2022-06-28 04:00:00,403,2022062804,3,17.7,94,eor
2022-06-28 05:00:00,403,2022062805,3,17.5,95,eor
2022-06-28 06:00:00,403,2022062806,3,16.9,93,eor
2022-06-28 07:00:00,403,2022062807,3,17.9,84,eor
2022-06-28 08:00:00,403,2022062808,3,19.3,73,eor
2022-06-28 09:00:00,403,2022062809,3,21.2,63,eor
2022-06-28 10:00:00,403,2022062810,3,21.6,57,eor
2022-06-28 11:00:00,403,2022062811,3,23.1,48,eor
2022-06-28 12:00:00,403,2022062812,3,24,46,eor
2022-06-28 13:00:00,403,2022062813,3,24.8,39,eor
2022-06-28 14:00:00,403,2022062814,3,25.6,37,eor
2022-06-28 15:00:00,403,2022062815,3,24.5,36,eor
2022-06-28 16:00:00,403,2022062816,3,23.3,43,eor
2022-06-28 17:00:00,403,2022062817,3,25.9,35,eor
2022-06-28 18:00:00,403,2022062818,3,24.8,39,eor
2022-06-28 19:00:00,403,2022062819,3,23.2,44,eor
2022-06-28 20:00:00,403,2022062820,3,21.6,52,eor
2022-06-28 21:00:00,403,2022062821,3,20.1,58,eor
2022-06-28 22:00:00,403,2022062822,3,19.1,65,eor
2022-06-28 23:00:00,403,2022062823,3,18.8,69,eor
2022-06-29 00:00:00,403,2022062900,3,18.5,74,eor
2022-06-29 01:00:00,403,2022062901,3,17.6,80,eor
2022-06-29 02:00:00,403,2022062902,3,17.2,83,eor
2022-06-29 03:00:00,403,2022062903,3,16.7,86,eor
2022-06-29 04:00:00,403,2022062904,3,16.7,87,eor
2022-06-29 05:00:00,403,2022062905,3,17.8,83,eor
2022-06-29 06:00:00,403,2022062906,3,19.4,74,eor
2022-06-29 07:00:00,403,2022062907,3,20.9,59,eor
2022-06-29 08:00:00,403,2022062908,3,21.8,54,eor
2022-06-29 09:00:00,403,2022062909,3,23.9,44,eor
2022-06-29 10:00:00,403,2022062910,3,23.7,43,eor
2022-06-29 11:00:00,403,2022062911,3,24,45,eor
2022-06-29 12:00:00,403,2022062912,3,24.1,42,eor
2022-06-29 13:00:00,403,2022062913,3,24.6,39,eor
2022-06-29 14:00:00,403,2022062914,3,24.1,41,eor
2022-06-29 15:00:00,403,2022062915,3,23.4,43,eor
2022-06-29 16:00:00,403,2022062916,3,23.2,40,eor
2022-06-29 17:00:00,403,2022062917,3,23.5,42,eor
2022-06-29 18:00:00,403,2022062918,3,22.7,48,eor
2022-06-29 19:00:00,403,2022062919,3,21.8,54,eor
2022-06-29 20:00:00,403,2022062920,3,20.7,61,eor
2022-06-29 21:00:00,403,2022062921,3,20.5,61,eor
2022-06-29 22:00:00,403,2022062922,3,20.4,61,eor
2022-06-29 23:00:00,403,2022062923,3,19.8,62,eor
2022-06-30 00:00:00,403,2022063000,3,18.8,69,eor
2022-06-30 01:00:00,403,2022063001,3,19.5,67,eor
2022-06-30 02:00:00,403,2022063002,3,20,68,eor
2022-06-30 03:00:00,403,2022063003,3,20.1,71,eor
2022-06-30 04:00:00,403,2022063004,3,20,71,eor
2022-06-30 05:00:00,403,2022063005,3,20.3,71,eor
2022-06-30 06:00:00,403,2022063006,3,21,70,eor
2022-06-30 07:00:00,403,2022063007,3,21,72,eor
2022-06-30 08:00:00,403,2022063008,3,21.8,71,eor
2022-06-30 09:00:00,403,2022063009,3,23.9,69,eor
2022-06-30 10:00:00,403,2022063010,3,23.8,67,eor
2022-06-30 11:00:00,403,2022063011,3,24.8,63,eor
2022-06-30 12:00:00,403,2022063012,3,25.2,62,eor
2022-06-30 13:00:00,403,2022063013,3,25.9,61,eor
2022-06-30 14:00:00,403,2022063014,3,27.5,57,eor
2022-06-30 15:00:00,403,2022063015,3,28.1,55,eor
2022-06-30 16:00:00,403,2022063016,3,28,54,eor
2022-06-30 17:00:00,403,2022063017,3,27.1,55,eor
2022-06-30 18:00:00,403,2022063018,3,26.9,56,eor
2022-06-30 19:00:00,403,2022063019,3,25.4,60,eor
2022-06-30 20:00:00,403,2022063020,3,23.7,67,eor
2022-06-30 21:00:00,403,2022063021,3,22.9,71,eor
2022-06-30 22:00:00,403,2022063022,3,21.9,78,eor
2022-06-30 23:00:00,403,2022063023,3,21.1,82,eor
2022-07-01 00:00:00,403,2022070100,3,20.6,86,eor
2022-07-01 01:00:00,403,2022070101,3,20.5,88,eor
2022-07-01 02:00:00,403,2022070102,3,19.6,93,eor
2022-07-01 03:00:00,403,2022070103,3,19.5,95,eor
2022-07-01 04:00:00,403,2022070104,3,19.6,96,eor
2022-07-01 05:00:00,403,2022070105,3,20.9,92,eor
2022-07-01 06:00:00,403,2022070106,3,22.8,81,eor
2022-07-01 07:00:00,403,2022070107,3,23,79,eor
2022-07-01 08:00:00,403,2022070108,3,25,62,eor
2022-07-01 09:00:00,403,2022070109,3,25.7,58,eor
2022-07-01 10:00:00,403,2022070110,3,19,83,eor
2022-07-01 11:00:00,403,2022070111,3,18,88,eor
2022-07-01 12:00:00,403,2022070112,3,16.7,98,eor
2022-07-01 13:00:00,403,2022070113,3,17.4,94,eor
2022-07-01 14:00:00,403,2022070114,3,17.1,91,eor
2022-07-01 15:00:00,403,2022070115,3,16.5,94,eor
2022-07-01 16:00:00,403,2022070116,3,16.5,95,eor
2022-07-01 17:00:00,403,2022070117,3,16,92,eor
2022-07-01 18:00:00,403,2022070118,3,16.1,92,eor
2022-07-01 19:00:00,403,2022070119,3,16.2,89,eor
2022-07-01 20:00:00,403,2022070120,3,16.4,82,eor
2022-07-01 21:00:00,403,2022070121,3,16.1,83,eor
2022-07-01 22:00:00,403,2022070122,3,15.9,83,eor
2022-07-01 23:00:00,403,2022070123,3,15.1,89,eor
2022-07-02 00:00:00,403,2022070200,3,13.8,95,eor
2022-07-02 01:00:00,403,2022070201,3,13.1,99,eor
2022-07-02 02:00:00,403,2022070202,3,12.5,100,eor
2022-07-02 03:00:00,403,2022070203,3,12.2,100,eor
2022-07-02 04:00:00,403,2022070204,3,12.3,100,eor
2022-07-02 05:00:00,403,2022070205,3,13.5,97,eor
2022-07-02 06:00:00,403,2022070206,3,15.5,86,eor
2022-07-02 07:00:00,403,2022070207,3,18.2,70,eor
2022-07-02 08:00:00,403,2022070208,3,20.7,55,eor
2022-07-02 09:00:00,403,2022070209,3,21.6,44,eor
2022-07-02 10:00:00,403,2022070210,3,22.8,40,eor
2022-07-02 11:00:00,403,2022070211,3,23.1,39,eor
2022-07-02 12:00:00,403,2022070212,3,24.5,35,eor
2022-07-02 13:00:00,403,2022070213,3,24.5,36,eor
2022-07-02 14:00:00,403,2022070214,3,25.7,34,eor
2022-07-02 15:00:00,403,2022070215,3,25.5,33,eor
2022-07-02 16:00:00,403,2022070216,3,25.6,32,eor
2022-07-02 17:00:00,403,2022070217,3,25.7,32,eor
2022-07-02 18:00:00,403,2022070218,3,24.7,34,eor
2022-07-02 19:00:00,403,2022070219,3,22.7,41,eor
2022-07-02 20:00:00,403,2022070220,3,19.2,54,eor
2022-07-02 21:00:00,403,2022070221,3,17.2,64,eor
2022-07-02 22:00:00,403,2022070222,3,16.6,70,eor
2022-07-02 23:00:00,403,2022070223,3,16.2,72,eor
2022-07-03 00:00:00,403,2022070300,3,15.5,77,eor
2022-07-03 01:00:00,403,2022070301,3,15.3,76,eor
2022-07-03 02:00:00,403,2022070302,3,14.7,78,eor
2022-07-03 03:00:00,403,2022070303,3,14.1,82,eor
2022-07-03 04:00:00,403,2022070304,3,14.1,84,eor
2022-07-03 05:00:00,403,2022070305,3,15.6,78,eor
2022-07-03 06:00:00,403,2022070306,3,18.8,63,eor
2022-07-03 07:00:00,403,2022070307,3,22.1,52,eor
2022-07-03 08:00:00,403,2022070308,3,24.1,47,eor
2022-07-03 09:00:00,403,2022070309,3,25.6,43,eor
2022-07-03 10:00:00,403,2022070310,3,26.5,41,eor
2022-07-03 11:00:00,403,2022070311,3,27,38,eor
2022-07-03 12:00:00,403,2022070312,3,27.8,38,eor
2022-07-03 13:00:00,403,2022070313,3,28.8,35,eor
2022-07-03 14:00:00,403,2022070314,3,29,34,eor
2022-07-03 15:00:00,403,2022070315,3,29.1,33,eor
2022-07-03 16:00:00,403,2022070316,3,29.3,33,eor
2022-07-03 17:00:00,403,2022070317,3,29.4,34,eor
2022-07-03 18:00:00,403,2022070318,3,28.4,34,eor
2022-07-03 19:00:00,403,2022070319,3,25.7,41,eor
2022-07-03 20:00:00,403,2022070320,3,22.3,55,eor
2022-07-03 21:00:00,403,2022070321,3,21,61,eor
2022-07-03 22:00:00,403,2022070322,3,20.4,65,eor
2022-07-03 23:00:00,403,2022070323,3,19.8,67,eor
2022-07-04 00:00:00,403,2022070400,3,21,64,eor
2022-07-04 01:00:00,403,2022070401,3,19.8,71,eor
