,STATIONS_ID,MESS_DATUM,QN_9,TT_TU,RF_TU,eor
2022-01-01 00:00:00,403,2022010100,3,11.5,97,eor
2022-01-01 01:00:00,403,2022010101,3,11.6,96,eor
2022-01-01 02:00:00,403,2022010102,3,11.6,96,eor
2022-01-01 03:00:00,403,2022010103,3,11.6,97,eor
2022-01-01 04:00:00,403,2022010104,3,11.5,95,eor
2022-01-01 05:00:00,403,2022010105,3,11.5,94,eor
2022-01-01 06:00:00,403,2022010106,3,11.6,93,eor
2022-01-01 07:00:00,403,2022010107,3,11.6,91,eor
2022-01-01 08:00:00,403,2022010108,3,11.7,90,eor
2022-01-01 09:00:00,403,2022010109,3,11.8,90,eor
2022-01-01 10:00:00,403,2022010110,3,11.8,89,eor
2022-01-01 11:00:00,403,2022010111,3,12.1,88,eor
2022-01-01 12:00:00,403,2022010112,3,12.4,85,eor
2022-01-01 13:00:00,403,2022010113,3,12.4,84,eor
2022-01-01 14:00:00,403,2022010114,3,12.3,85,eor
2022-01-01 15:00:00,403,2022010115,3,12.3,85,eor
2022-01-01 16:00:00,403,2022010116,3,12,85,eor
2022-01-01 17:00:00,403,2022010117,3,12,84,eor
2022-01-01 18:00:00,403,2022010118,3,11.7,85,eor
2022-01-01 19:00:00,403,2022010119,3,11.8,83,eor
2022-01-01 20:00:00,403,2022010120,3,11.5,83,eor
2022-01-01 21:00:00,403,2022010121,3,10.7,86,eor
2022-01-01 22:00:00,403,2022010122,3,10.6,86,eor
2022-01-01 23:00:00,403,2022010123,3,10.4,83,eor
2022-01-02 00:00:00,403,2022010200,3,9.7,83,eor
2022-01-02 01:00:00,403,2022010201,3,8.8,87,eor
2022-01-02 02:00:00,403,2022010202,3,8.6,88,eor
2022-01-02 03:00:00,403,2022010203,3,8.4,87,eor
2022-01-02 04:00:00,403,2022010204,3,8.3,87,eor
2022-01-02 05:00:00,403,2022010205,3,8.1,89,eor
2022-01-02 06:00:00,403,2022010206,3,7.7,91,eor
2022-01-02 07:00:00,403,2022010207,3,7.7,94,eor
2022-01-02 08:00:00,403,2022010208,3,8.5,92,eor
2022-01-02 09:00:00,403,2022010209,3,9.3,89,eor
2022-01-02 10:00:00,403,2022010210,3,9.7,90,eor
2022-01-02 11:00:00,403,2022010211,3,10.1,91,eor
2022-01-02 12:00:00,403,2022010212,3,10.1,94,eor
2022-01-02 13:00:00,403,2022010213,3,10,95,eor
2022-01-02 14:00:00,403,2022010214,3,9.8,95,eor
2022-01-02 15:00:00,403,2022010215,3,9.7,94,eor
2022-01-02 16:00:00,403,2022010216,3,10,91,eor
2022-01-02 17:00:00,403,2022010217,3,10.5,84,eor
2022-01-02 18:00:00,403,2022010218,3,10.9,79,eor
2022-01-02 19:00:00,403,2022010219,3,11.2,74,eor
2022-01-02 20:00:00,403,2022010220,3,11.6,70,eor
2022-01-02 21:00:00,403,2022010221,3,11.3,69,eor
2022-01-02 22:00:00,403,2022010222,3,10.9,73,eor
2022-01-02 23:00:00,403,2022010223,3,10.1,76,eor
2022-01-03 00:00:00,403,2022010300,3,9.7,79,eor
2022-01-03 01:00:00,403,2022010301,3,10,77,eor
2022-01-03 02:00:00,403,2022010302,3,9,91,eor
2022-01-03 03:00:00,403,2022010303,3,8.7,93,eor
2022-01-03 04:00:00,403,2022010304,3,8.9,88,eor
2022-01-03 05:00:00,403,2022010305,3,8.8,83,eor
2022-01-03 06:00:00,403,2022010306,3,7.8,91,eor
2022-01-03 07:00:00,403,2022010307,3,8,93,eor
2022-01-03 08:00:00,403,2022010308,3,8.2,91,eor
2022-01-03 09:00:00,403,2022010309,3,8.1,91,eor
2022-01-03 10:00:00,403,2022010310,3,8.7,84,eor
2022-01-03 11:00:00,403,2022010311,3,9.8,79,eor
2022-01-03 12:00:00,403,2022010312,3,10,73,eor
2022-01-03 13:00:00,403,2022010313,3,10.4,66,eor
2022-01-03 14:00:00,403,2022010314,3,10.6,62,eor
2022-01-03 15:00:00,403,2022010315,3,10.4,61,eor
2022-01-03 16:00:00,403,2022010316,3,9.9,64,eor
2022-01-03 17:00:00,403,2022010317,3,8.8,68,eor
2022-01-03 18:00:00,403,2022010318,3,7.7,74,eor
2022-01-03 19:00:00,403,2022010319,3,7,82,eor
2022-01-03 20:00:00,403,2022010320,3,6.9,86,eor
2022-01-03 21:00:00,403,2022010321,3,6.9,86,eor
2022-01-03 22:00:00,403,2022010322,3,6.6,86,eor
2022-01-03 23:00:00,403,2022010323,3,6.1,87,eor
2022-01-04 00:00:00,403,2022010400,3,5.5,91,eor
2022-01-04 01:00:00,403,2022010401,3,5.6,92,eor
2022-01-04 02:00:00,403,2022010402,3,5.6,92,eor
2022-01-04 03:00:00,403,2022010403,3,5.7,93,eor
2022-01-04 04:00:00,403,2022010404,3,5.8,94,eor
2022-01-04 05:00:00,403,2022010405,3,5.4,96,eor
2022-01-04 06:00:00,403,2022010406,3,4.4,98,eor
2022-01-04 07:00:00,403,2022010407,3,4.4,99,eor
2022-01-04 08:00:00,403,2022010408,3,5.7,99,eor
2022-01-04 09:00:00,403,2022010409,3,6.5,96,eor
2022-01-04 10:00:00,403,2022010410,3,6.6,93,eor
2022-01-04 11:00:00,403,2022010411,3,6.5,96,eor
2022-01-04 12:00:00,403,2022010412,3,6.4,98,eor
2022-01-04 13:00:00,403,2022010413,3,6.6,98,eor
2022-01-04 14:00:00,403,2022010414,3,6.7,98,eor
2022-01-04 15:00:00,403,2022010415,3,6.6,98,eor
2022-01-04 16:00:00,403,2022010416,3,6.5,98,eor
2022-01-04 17:00:00,403,2022010417,3,6.3,97,eor
2022-01-04 18:00:00,403,2022010418,3,6.3,95,eor
2022-01-04 19:00:00,403,2022010419,3,5.9,94,eor
2022-01-04 20:00:00,403,2022010420,3,5.5,94,eor
2022-01-04 21:00:00,403,2022010421,3,5.4,95,eor
2022-01-04 22:00:00,403,2022010422,3,5.1,91,eor
2022-01-04 23:00:00,403,2022010423,3,4.5,90,eor
2022-01-05 00:00:00,403,2022010500,3,3.7,91,eor
2022-01-05 01:00:00,403,2022010501,3,3.4,91,eor
2022-01-05 02:00:00,403,2022010502,3,3.4,91,eor
2022-01-05 03:00:00,403,2022010503,3,3.5,91,eor
2022-01-05 04:00:00,403,2022010504,3,3.6,87,eor
2022-01-05 05:00:00,403,2022010505,3,2.6,90,eor
2022-01-05 06:00:00,403,2022010506,3,2.5,90,eor
2022-01-05 07:00:00,403,2022010507,3,2.2,93,eor
2022-01-05 08:00:00,403,2022010508,3,2.4,91,eor
2022-01-05 09:00:00,403,2022010509,3,2.8,82,eor
2022-01-05 10:00:00,403,2022010510,3,3.8,72,eor
2022-01-05 11:00:00,403,2022010511,3,4.1,67,eor
2022-01-05 12:00:00,403,2022010512,3,4.8,62,eor
2022-01-05 13:00:00,403,2022010513,3,4.4,63,eor
2022-01-05 14:00:00,403,2022010514,3,3.8,70,eor
2022-01-05 15:00:00,403,2022010515,3,3.1,86,eor
2022-01-05 16:00:00,403,2022010516,3,3.1,87,eor
2022-01-05 17:00:00,403,2022010517,3,3,94,eor
2022-01-05 18:00:00,403,2022010518,3,4.1,90,eor
2022-01-05 19:00:00,403,2022010519,3,4.5,85,eor
2022-01-05 20:00:00,403,2022010520,3,4.1,89,eor
2022-01-05 21:00:00,403,2022010521,3,4.4,84,eor
2022-01-05 22:00:00,403,2022010522,3,4.5,81,eor
2022-01-05 23:00:00,403,2022010523,3,3.8,82,eor
2022-01-06 00:00:00,403,2022010600,3,3.7,81,eor
2022-01-06 01:00:00,403,2022010601,3,3.4,85,eor
2022-01-06 02:00:00,403,2022010602,3,2.2,79,eor
2022-01-06 03:00:00,403,2022010603,3,2,79,eor
2022-01-06 04:00:00,403,2022010604,3,1,70,eor
2022-01-06 05:00:00,403,2022010605,3,0.4,67,eor
2022-01-06 06:00:00,403,2022010606,3,-0.4,74,eor
2022-01-06 07:00:00,403,2022010607,3,-0.7,81,eor
2022-01-06 08:00:00,403,2022010608,3,-0.7,87,eor
2022-01-06 09:00:00,403,2022010609,3,0.2,81,eor
2022-01-06 10:00:00,403,2022010610,3,1.2,77,eor
2022-01-06 11:00:00,403,2022010611,3,2.3,70,eor
2022-01-06 12:00:00,403,2022010612,3,2.8,59,eor
2022-01-06 13:00:00,403,2022010613,3,3.2,50,eor
2022-01-06 14:00:00,403,2022010614,3,2.9,50,eor
2022-01-06 15:00:00,403,2022010615,3,2,54,eor
2022-01-06 16:00:00,403,2022010616,3,0,70,eor
2022-01-06 17:00:00,403,2022010617,3,-1.6,84,eor
2022-01-06 18:00:00,403,2022010618,3,-0.9,87,eor
2022-01-06 19:00:00,403,2022010619,3,-0.3,87,eor
2022-01-06 20:00:00,403,2022010620,3,-1,92,eor
2022-01-06 21:00:00,403,2022010621,3,-1.4,94,eor
2022-01-06 22:00:00,403,2022010622,3,-1.3,96,eor
2022-01-06 23:00:00,403,2022010623,3,-1.5,96,eor
2022-01-07 00:00:00,403,2022010700,3,-1.7,96,eor
2022-01-07 01:00:00,403,2022010701,3,-1.7,96,eor
2022-01-07 02:00:00,403,2022010702,3,-1.9,97,eor
2022-01-07 03:00:00,403,2022010703,3,-2.1,97,eor
2022-01-07 04:00:00,403,2022010704,3,-2.1,97,eor
2022-01-07 05:00:00,403,2022010705,3,-1.2,95,eor
2022-01-07 06:00:00,403,2022010706,3,-1.1,94,eor
2022-01-07 07:00:00,403,2022010707,3,-0.7,92,eor
2022-01-07 08:00:00,403,2022010708,3,-0.3,89,eor
2022-01-07 09:00:00,403,2022010709,3,0.6,83,eor
2022-01-07 10:00:00,403,2022010710,3,1.5,81,eor
2022-01-07 11:00:00,403,2022010711,3,2.4,76,eor
2022-01-07 12:00:00,403,2022010712,3,2.3,78,eor
2022-01-07 13:00:00,403,2022010713,3,1.9,85,eor
2022-01-07 14:00:00,403,2022010714,3,1.6,93,eor
2022-01-07 15:00:00,403,2022010715,3,1.3,96,eor
2022-01-07 16:00:00,403,2022010716,3,1.2,98,eor
2022-01-07 17:00:00,403,2022010717,3,1.3,98,eor
2022-01-07 18:00:00,403,2022010718,3,1.4,97,eor
2022-01-07 19:00:00,403,2022010719,3,1.3,98,eor
2022-01-07 20:00:00,403,2022010720,3,1.4,98,eor
2022-01-07 21:00:00,403,2022010721,3,1.3,97,eor
2022-01-07 22:00:00,403,2022010722,3,0.9,97,eor
2022-01-07 23:00:00,403,2022010723,3,0.6,97,eor
2022-01-08 00:00:00,403,2022010800,3,0.5,97,eor
2022-01-08 01:00:00,403,2022010801,3,0.4,100,eor
2022-01-08 02:00:00,403,2022010802,3,0.6,100,eor
2022-01-08 03:00:00,403,2022010803,3,0.7,100,eor
2022-01-08 04:00:00,403,2022010804,3,0.7,99,eor
2022-01-08 05:00:00,403,2022010805,3,0.7,99,eor
2022-01-08 06:00:00,403,2022010806,3,0.4,99,eor
2022-01-08 07:00:00,403,2022010807,3,0.5,100,eor
2022-01-08 08:00:00,403,2022010808,3,0.3,100,eor
2022-01-08 09:00:00,403,2022010809,3,0.5,100,eor
2022-01-08 10:00:00,403,2022010810,3,0.7,99,eor
2022-01-08 11:00:00,403,2022010811,3,1.4,97,eor
2022-01-08 12:00:00,403,2022010812,3,2.2,87,eor
2022-01-08 13:00:00,403,2022010813,3,3,79,eor
2022-01-08 14:00:00,403,2022010814,3,2.5,83,eor
2022-01-08 15:00:00,403,2022010815,3,2.3,87,eor
2022-01-08 16:00:00,403,2022010816,3,2.4,83,eor
2022-01-08 17:00:00,403,2022010817,3,2.3,86,eor
2022-01-08 18:00:00,403,2022010818,3,2.2,86,eor
2022-01-08 19:00:00,403,2022010819,3,1.6,86,eor
2022-01-08 20:00:00,403,2022010820,3,0.9,88,eor
2022-01-08 21:00:00,403,2022010821,3,-0.1,92,eor
2022-01-08 22:00:00,403,2022010822,3,-0.3,90,eor
2022-01-08 23:00:00,403,2022010823,3,-0.5,88,eor
2022-01-09 00:00:00,403,2022010900,3,-0.8,88,eor
2022-01-09 01:00:00,403,2022010901,3,-0.7,85,eor
2022-01-09 02:00:00,403,2022010902,3,-0.9,85,eor
2022-01-09 03:00:00,403,2022010903,3,-0.9,85,eor
2022-01-09 04:00:00,403,2022010904,3,-0.9,85,eor
2022-01-09 05:00:00,403,2022010905,3,-1,85,eor
2022-01-09 06:00:00,403,2022010906,3,-0.7,83,eor
2022-01-09 07:00:00,403,2022010907,3,-0.3,83,eor
2022-01-09 08:00:00,403,2022010908,3,0,80,eor
2022-01-09 09:00:00,403,2022010909,3,0.5,77,eor
2022-01-09 10:00:00,403,2022010910,3,1,73,eor
2022-01-09 11:00:00,403,2022010911,3,1.8,73,eor
2022-01-09 12:00:00,403,2022010912,3,2.6,71,eor
2022-01-09 13:00:00,403,2022010913,3,2.7,72,eor
2022-01-09 14:00:00,403,2022010914,3,3,74,eor
2022-01-09 15:00:00,403,2022010915,3,3.2,74,eor
2022-01-09 16:00:00,403,2022010916,3,3,79,eor
2022-01-09 17:00:00,403,2022010917,3,3.1,79,eor
2022-01-09 18:00:00,403,2022010918,3,3.2,86,eor
2022-01-09 19:00:00,403,2022010919,3,2.9,95,eor
2022-01-09 20:00:00,403,2022010920,3,2.6,98,eor
2022-01-09 21:00:00,403,2022010921,3,2.5,99,eor
2022-01-09 22:00:00,403,2022010922,3,2.8,100,eor
2022-01-09 23:00:00,403,2022010923,3,3.4,100,eor
2022-01-10 00:00:00,403,2022011000,3,4.1,98,eor
2022-01-10 01:00:00,403,2022011001,3,4,97,eor
2022-01-10 02:00:00,403,2022011002,3,3.9,97,eor
2022-01-10 03:00:00,403,2022011003,3,3.9,97,eor
2022-01-10 04:00:00,403,2022011004,3,3.9,98,eor
2022-01-10 05:00:00,403,2022011005,3,3.8,98,eor
2022-01-10 06:00:00,403,2022011006,3,3.9,98,eor
2022-01-10 07:00:00,403,2022011007,3,3.9,98,eor
2022-01-10 08:00:00,403,2022011008,3,4,97,eor
2022-01-10 09:00:00,403,2022011009,3,4.2,96,eor
2022-01-10 10:00:00,403,2022011010,3,4.5,94,eor
2022-01-10 11:00:00,403,2022011011,3,4.6,92,eor
2022-01-10 12:00:00,403,2022011012,3,4.6,94,eor
2022-01-10 13:00:00,403,2022011013,3,4.8,93,eor
2022-01-10 14:00:00,403,2022011014,3,4.9,90,eor
2022-01-10 15:00:00,403,2022011015,3,4.4,93,eor
2022-01-10 16:00:00,403,2022011016,3,3.6,97,eor
2022-01-10 17:00:00,403,2022011017,3,2.7,98,eor
2022-01-10 18:00:00,403,2022011018,3,1.7,95,eor
2022-01-10 19:00:00,403,2022011019,3,0.7,91,eor
2022-01-10 20:00:00,403,2022011020,3,0.1,90,eor
2022-01-10 21:00:00,403,2022011021,3,-0.3,90,eor
2022-01-10 22:00:00,403,2022011022,3,-0.3,90,eor
2022-01-10 23:00:00,403,2022011023,3,-1,90,eor
2022-01-11 00:00:00,403,2022011100,3,-1.8,94,eor
2022-01-11 01:00:00,403,2022011101,3,-2.2,94,eor
2022-01-11 02:00:00,403,2022011102,3,-2.7,95,eor
2022-01-11 03:00:00,403,2022011103,3,-2.7,96,eor
2022-01-11 04:00:00,403,2022011104,3,-2.7,96,eor
2022-01-11 05:00:00,403,2022011105,3,-2.7,96,eor
2022-01-11 06:00:00,403,2022011106,3,-2.7,96,eor
2022-01-11 07:00:00,403,2022011107,3,-2.6,95,eor
2022-01-11 08:00:00,403,2022011108,3,-2.4,94,eor
2022-01-11 09:00:00,403,2022011109,3,-2.3,94,eor
2022-01-11 10:00:00,403,2022011110,3,-2,92,eor
2022-01-11 11:00:00,403,2022011111,3,-1.8,89,eor
2022-01-11 12:00:00,403,2022011112,3,-1.7,87,eor
2022-01-11 13:00:00,403,2022011113,3,-1.4,88,eor
2022-01-11 14:00:00,403,2022011114,3,-1.3,87,eor
2022-01-11 15:00:00,403,2022011115,3,-1.7,87,eor
2022-01-11 16:00:00,403,2022011116,3,-2.4,91,eor
2022-01-11 17:00:00,403,2022011117,3,-3,93,eor
2022-01-11 18:00:00,403,2022011118,3,-3,94,eor
2022-01-11 19:00:00,403,2022011119,3,-2.7,95,eor
2022-01-11 20:00:00,403,2022011120,3,-2.5,97,eor
2022-01-11 21:00:00,403,2022011121,3,-2.2,97,eor
2022-01-11 22:00:00,403,2022011122,3,-2,96,eor
2022-01-11 23:00:00,403,2022011123,3,-2.2,94,eor
2022-01-12 00:00:00,403,2022011200,3,-2.2,96,eor
2022-01-12 01:00:00,403,2022011201,3,-2.2,98,eor
2022-01-12 02:00:00,403,2022011202,3,-2.1,99,eor
2022-01-12 03:00:00,403,2022011203,3,-2,100,eor
2022-01-12 04:00:00,403,2022011204,3,-1.9,100,eor
2022-01-12 05:00:00,403,2022011205,3,-1.6,100,eor
2022-01-12 06:00:00,403,2022011206,3,-1.4,100,eor
2022-01-12 07:00:00,403,2022011207,3,-1.3,100,eor
2022-01-12 08:00:00,403,2022011208,3,-1.1,100,eor
2022-01-12 09:00:00,403,2022011209,3,-0.3,98,eor
2022-01-12 10:00:00,403,2022011210,3,0.8,96,eor
2022-01-12 11:00:00,403,2022011211,3,2.1,94,eor
2022-01-12 12:00:00,403,2022011212,3,2.5,92,eor
2022-01-12 13:00:00,403,2022011213,3,2.3,98,eor
2022-01-12 14:00:00,403,2022011214,3,2.4,98,eor
2022-01-12 15:00:00,403,2022011215,3,2.6,99,eor
2022-01-12 16:00:00,403,2022011216,3,2.8,100,eor
2022-01-12 17:00:00,403,2022011217,3,2.4,94,eor
2022-01-12 18:00:00,403,2022011218,3,2.4,93,eor
2022-01-12 19:00:00,403,2022011219,3,2.6,92,eor
2022-01-12 20:00:00,403,2022011220,3,2.9,90,eor
2022-01-12 21:00:00,403,2022011221,3,3,89,eor
2022-01-12 22:00:00,403,2022011222,3,3.2,89,eor
2022-01-12 23:00:00,403,2022011223,3,3.4,90,eor
2022-01-13 00:00:00,403,2022011300,3,3.6,90,eor
2022-01-13 01:00:00,403,2022011301,3,3.8,91,eor
2022-01-13 02:00:00,403,2022011302,3,3.8,91,eor
2022-01-13 03:00:00,403,2022011303,3,3.7,93,eor
2022-01-13 04:00:00,403,2022011304,3,3.6,94,eor
2022-01-13 05:00:00,403,2022011305,3,3.4,96,eor
2022-01-13 06:00:00,403,2022011306,3,3.3,97,eor
2022-01-13 07:00:00,403,2022011307,3,3.3,98,eor
2022-01-13 08:00:00,403,2022011308,3,3.3,98,eor
2022-01-13 09:00:00,403,2022011309,3,3.5,99,eor
2022-01-13 10:00:00,403,2022011310,3,3.5,98,eor
2022-01-13 11:00:00,403,2022011311,3,3.7,98,eor
2022-01-13 12:00:00,403,2022011312,3,4,94,eor
2022-01-13 13:00:00,403,2022011313,3,4.4,92,eor
2022-01-13 14:00:00,403,2022011314,3,4.6,90,eor
2022-01-13 15:00:00,403,2022011315,3,4.5,88,eor
2022-01-13 16:00:00,403,2022011316,3,4.5,88,eor
2022-01-13 17:00:00,403,2022011317,3,4.7,86,eor
2022-01-13 18:00:00,403,2022011318,3,4.7,85,eor
2022-01-13 19:00:00,403,2022011319,3,4.7,86,eor
2022-01-13 20:00:00,403,2022011320,3,4.9,87,eor
2022-01-13 21:00:00,403,2022011321,3,4.9,86,eor
2022-01-13 22:00:00,403,2022011322,3,4.8,85,eor
2022-01-13 23:00:00,403,2022011323,3,4.9,86,eor
2022-01-14 00:00:00,403,2022011400,3,4.9,86,eor
2022-01-14 01:00:00,403,2022011401,3,5,86,eor
2022-01-14 02:00:00,403,2022011402,3,5.1,87,eor
2022-01-14 03:00:00,403,2022011403,3,5,90,eor
2022-01-14 04:00:00,403,2022011404,3,4.7,94,eor
2022-01-14 05:00:00,403,2022011405,3,4.7,97,eor
2022-01-14 06:00:00,403,2022011406,3,4.4,97,eor
2022-01-14 07:00:00,403,2022011407,3,4.4,96,eor
2022-01-14 08:00:00,403,2022011408,3,4.7,93,eor
2022-01-14 09:00:00,403,2022011409,3,4.7,93,eor
2022-01-14 10:00:00,403,2022011410,3,5.1,91,eor
2022-01-14 11:00:00,403,2022011411,3,5.5,89,eor
2022-01-14 12:00:00,403,2022011412,3,5.9,88,eor
2022-01-14 13:00:00,403,2022011413,3,6,91,eor
2022-01-14 14:00:00,403,2022011414,3,6.2,93,eor
2022-01-14 15:00:00,403,2022011415,3,6.3,94,eor
2022-01-14 16:00:00,403,2022011416,3,6.4,94,eor
2022-01-14 17:00:00,403,2022011417,3,6.5,93,eor
2022-01-14 18:00:00,403,2022011418,3,6.9,88,eor
2022-01-14 19:00:00,403,2022011419,3,6.6,74,eor
2022-01-14 20:00:00,403,2022011420,3,6.3,68,eor
2022-01-14 21:00:00,403,2022011421,3,5.4,72,eor
2022-01-14 22:00:00,403,2022011422,3,4.6,76,eor
2022-01-14 23:00:00,403,2022011423,3,2.8,83,eor
2022-01-15 00:00:00,403,2022011500,3,2.2,89,eor
2022-01-15 01:00:00,403,2022011501,3,2,90,eor
2022-01-15 02:00:00,403,2022011502,3,1,93,eor
2022-01-15 03:00:00,403,2022011503,3,1.2,96,eor
2022-01-15 04:00:00,403,2022011504,3,-0.3,98,eor
2022-01-15 05:00:00,403,2022011505,3,0.8,100,eor
2022-01-15 06:00:00,403,2022011506,3,0.9,100,eor
2022-01-15 07:00:00,403,2022011507,3,0.6,100,eor
2022-01-15 08:00:00,403,2022011508,3,0.6,100,eor
2022-01-15 09:00:00,403,2022011509,3,0.5,100,eor
2022-01-15 10:00:00,403,2022011510,3,0.6,100,eor
2022-01-15 11:00:00,403,2022011511,3,0.9,98,eor
2022-01-15 12:00:00,403,2022011512,3,1.4,96,eor
2022-01-15 13:00:00,403,2022011513,3,1.6,94,eor
2022-01-15 14:00:00,403,2022011514,3,2.3,91,eor
2022-01-15 15:00:00,403,2022011515,3,3.1,85,eor
2022-01-15 16:00:00,403,2022011516,3,3.3,79,eor
2022-01-15 17:00:00,403,2022011517,3,3.2,78,eor
2022-01-15 18:00:00,403,2022011518,3,3.1,74,eor
2022-01-15 19:00:00,403,2022011519,3,2.9,72,eor
2022-01-15 20:00:00,403,2022011520,3,2.6,73,eor
2022-01-15 21:00:00,403,2022011521,3,2.5,73,eor
2022-01-15 22:00:00,403,2022011522,3,2.3,74,eor
2022-01-15 23:00:00,403,2022011523,3,2.2,75,eor
2022-01-16 00:00:00,403,2022011600,3,2.2,75,eor
2022-01-16 01:00:00,403,2022011601,3,1.8,79,eor
2022-01-16 02:00:00,403,2022011602,3,1.4,82,eor
2022-01-16 03:00:00,403,2022011603,3,0.8,81,eor
2022-01-16 04:00:00,403,2022011604,3,0.1,86,eor
2022-01-16 05:00:00,403,2022011605,3,-0.4,90,eor
2022-01-16 06:00:00,403,2022011606,3,-0.6,90,eor
2022-01-16 07:00:00,403,2022011607,3,-1.1,94,eor
2022-01-16 08:00:00,403,2022011608,3,-1,94,eor
2022-01-16 09:00:00,403,2022011609,3,-0.7,95,eor
2022-01-16 10:00:00,403,2022011610,3,0,95,eor
2022-01-16 11:00:00,403,2022011611,3,0.7,94,eor
2022-01-16 12:00:00,403,2022011612,3,1.4,95,eor
2022-01-16 13:00:00,403,2022011613,3,2,95,eor
2022-01-16 14:00:00,403,2022011614,3,2.6,94,eor
2022-01-16 15:00:00,403,2022011615,3,2.9,94,eor
2022-01-16 16:00:00,403,2022011616,3,3,94,eor
2022-01-16 17:00:00,403,2022011617,3,3.6,92,eor
2022-01-16 18:00:00,403,2022011618,3,4.1,90,eor
2022-01-16 19:00:00,403,2022011619,3,4.4,92,eor
2022-01-16 20:00:00,403,2022011620,3,4.9,88,eor
2022-01-16 21:00:00,403,2022011621,3,5,89,eor
2022-01-16 22:00:00,403,2022011622,3,5,90,eor
2022-01-16 23:00:00,403,2022011623,3,5,93,eor
2022-01-17 00:00:00,403,2022011700,3,5.2,94,eor
2022-01-17 01:00:00,403,2022011701,3,5.7,88,eor
2022-01-17 02:00:00,403,2022011702,3,6.1,82,eor
2022-01-17 03:00:00,403,2022011703,3,5.7,76,eor
2022-01-17 04:00:00,403,2022011704,3,5.8,70,eor
2022-01-17 05:00:00,403,2022011705,3,5.7,74,eor
2022-01-17 06:00:00,403,2022011706,3,5.6,76,eor
2022-01-17 07:00:00,403,2022011707,3,5.2,84,eor
2022-01-17 08:00:00,403,2022011708,3,5.4,88,eor
2022-01-17 09:00:00,403,2022011709,3,5.7,90,eor
2022-01-17 10:00:00,403,2022011710,3,6.1,92,eor
2022-01-17 11:00:00,403,2022011711,3,5.3,91,eor
2022-01-17 12:00:00,403,2022011712,3,3.2,84,eor
2022-01-17 13:00:00,403,2022011713,3,3.6,71,eor
2022-01-17 14:00:00,403,2022011714,3,3.9,62,eor
2022-01-17 15:00:00,403,2022011715,3,3.8,70,eor
2022-01-17 16:00:00,403,2022011716,3,3.1,75,eor
2022-01-17 17:00:00,403,2022011717,3,2.3,80,eor
2022-01-17 18:00:00,403,2022011718,3,2.2,78,eor
2022-01-17 19:00:00,403,2022011719,3,2,75,eor
2022-01-17 20:00:00,403,2022011720,3,2.2,75,eor
2022-01-17 21:00:00,403,2022011721,3,1.6,77,eor
2022-01-17 22:00:00,403,2022011722,3,0.9,81,eor
2022-01-17 23:00:00,403,2022011723,3,0.5,84,eor
2022-01-18 00:00:00,403,2022011800,3,0.1,88,eor
2022-01-18 01:00:00,403,2022011801,3,0,91,eor
2022-01-18 02:00:00,403,2022011802,3,-0.3,94,eor
2022-01-18 03:00:00,403,2022011803,3,-0.7,95,eor
2022-01-18 04:00:00,403,2022011804,3,-0.7,96,eor
2022-01-18 05:00:00,403,2022011805,3,0.2,94,eor
2022-01-18 06:00:00,403,2022011806,3,0.1,94,eor
2022-01-18 07:00:00,403,2022011807,3,0.4,94,eor
2022-01-18 08:00:00,403,2022011808,3,0.8,93,eor
2022-01-18 09:00:00,403,2022011809,3,2.3,90,eor
2022-01-18 10:00:00,403,2022011810,3,3.5,82,eor
2022-01-18 11:00:00,403,2022011811,3,4.3,76,eor
2022-01-18 12:00:00,403,2022011812,3,4.8,73,eor
2022-01-18 13:00:00,403,2022011813,3,5,73,eor
2022-01-18 14:00:00,403,2022011814,3,5,75,eor
2022-01-18 15:00:00,403,2022011815,3,4.9,77,eor
2022-01-18 16:00:00,403,2022011816,3,4.8,80,eor
2022-01-18 17:00:00,403,2022011817,3,4.7,81,eor
2022-01-18 18:00:00,403,2022011818,3,4.8,84,eor
2022-01-18 19:00:00,403,2022011819,3,4.8,86,eor
2022-01-18 20:00:00,403,2022011820,3,4.8,88,eor
2022-01-18 21:00:00,403,2022011821,3,5.1,87,eor
2022-01-18 22:00:00,403,2022011822,3,5.2,87,eor
2022-01-18 23:00:00,403,2022011823,3,5.2,86,eor
2022-01-19 00:00:00,403,2022011900,3,4.9,81,eor
2022-01-19 01:00:00,403,2022011901,3,4.9,81,eor
2022-01-19 02:00:00,403,2022011902,3,5,81,eor
2022-01-19 03:00:00,403,2022011903,3,4.9,81,eor
2022-01-19 04:00:00,403,2022011904,3,4.8,81,eor
2022-01-19 05:00:00,403,2022011905,3,4.6,81,eor
2022-01-19 06:00:00,403,2022011906,3,4.3,83,eor
2022-01-19 07:00:00,403,2022011907,3,4.1,84,eor
2022-01-19 08:00:00,403,2022011908,3,3.3,85,eor
2022-01-19 09:00:00,403,2022011909,3,3.1,85,eor
2022-01-19 10:00:00,403,2022011910,3,3.8,84,eor
2022-01-19 11:00:00,403,2022011911,3,3.3,84,eor
2022-01-19 12:00:00,403,2022011912,3,2.5,87,eor
2022-01-19 13:00:00,403,2022011913,3,2.6,86,eor
2022-01-19 14:00:00,403,2022011914,3,2.7,85,eor
2022-01-19 15:00:00,403,2022011915,3,3.2,85,eor
2022-01-19 16:00:00,403,2022011916,3,3.6,82,eor
2022-01-19 17:00:00,403,2022011917,3,3.8,78,eor
2022-01-19 18:00:00,403,2022011918,3,3.8,78,eor
